dmr_variable,form_name,cohort,visit,clinical_variable
AlcUseFreq,BehavioralHistory,super-pd,Physician_ON,NA
AlcUseFreq,BehavioralHistory,super-pd,Physician_OFF,NA
MedctnPriorConcomMinsLstDose,PriorAndConcomitantMeds,at-home-pd,Baseline,NA
MedctnPriorConcomMinsLstDose,PriorAndConcomitantMeds,at-home-pd,12 months,NA
MedctnPriorConcomMinsLstDose,PriorAndConcomitantMeds,at-home-pd,24 months,NA
MedctnPriorConcomMinsLstDose,PriorAndConcomitantMeds,at-home-pd,36 months,NA
MedctnPriorConcomMinsLstDose,PriorAndConcomitantMeds,super-pd,Baseline,NA
MedctnPriorConcomMinsLstDose,PriorAndConcomitantMeds,super-pd,Physician_ON,NA
MedctnPriorConcomMinsLstDose,PriorAndConcomitantMeds,super-pd,Physician_OFF,NA
MedctnPriorConcomHrsLstDose,PriorAndConcomitantMeds,at-home-pd,Baseline,NA
MedctnPriorConcomHrsLstDose,PriorAndConcomitantMeds,at-home-pd,12 months,NA
MedctnPriorConcomHrsLstDose,PriorAndConcomitantMeds,at-home-pd,24 months,NA
MedctnPriorConcomHrsLstDose,PriorAndConcomitantMeds,at-home-pd,36 months,NA
MedctnPriorConcomHrsLstDose,PriorAndConcomitantMeds,super-pd,Baseline,NA
MedctnPriorConcomHrsLstDose,PriorAndConcomitantMeds,super-pd,Physician_ON,NA
MedctnPriorConcomHrsLstDose,PriorAndConcomitantMeds,super-pd,Physician_OFF,NA
MedctnPriorConcomRteTyp,PriorAndConcomitantMeds,at-home-pd,Baseline,NA
MedctnPriorConcomRteTyp,PriorAndConcomitantMeds,at-home-pd,12 months,NA
MedctnPriorConcomRteTyp,PriorAndConcomitantMeds,at-home-pd,24 months,NA
MedctnPriorConcomRteTyp,PriorAndConcomitantMeds,at-home-pd,36 months,NA
MedctnPriorConcomRteTyp,PriorAndConcomitantMeds,super-pd,Baseline,NA
MedctnPriorConcomRteTyp,PriorAndConcomitantMeds,super-pd,Physician_ON,NA
MedctnPriorConcomRteTyp,PriorAndConcomitantMeds,super-pd,Physician_OFF,NA
MedctnPriorConcomName,PriorAndConcomitantMeds,at-home-pd,Baseline,NA
MedctnPriorConcomName,PriorAndConcomitantMeds,at-home-pd,12 months,NA
MedctnPriorConcomName,PriorAndConcomitantMeds,at-home-pd,24 months,NA
MedctnPriorConcomName,PriorAndConcomitantMeds,at-home-pd,36 months,NA
MedctnPriorConcomName,PriorAndConcomitantMeds,super-pd,Baseline,NA
MedctnPriorConcomName,PriorAndConcomitantMeds,super-pd,Physician_ON,NA
MedctnPriorConcomName,PriorAndConcomitantMeds,super-pd,Physician_OFF,NA
MedctnPriorConcomDoseMsrTxt,PriorAndConcomitantMeds,at-home-pd,Baseline,NA
MedctnPriorConcomDoseMsrTxt,PriorAndConcomitantMeds,at-home-pd,12 months,NA
MedctnPriorConcomDoseMsrTxt,PriorAndConcomitantMeds,at-home-pd,24 months,NA
MedctnPriorConcomDoseMsrTxt,PriorAndConcomitantMeds,at-home-pd,36 months,NA
MedctnPriorConcomDoseMsrTxt,PriorAndConcomitantMeds,super-pd,Baseline,NA
MedctnPriorConcomDoseMsrTxt,PriorAndConcomitantMeds,super-pd,Physician_ON,NA
MedctnPriorConcomDoseMsrTxt,PriorAndConcomitantMeds,super-pd,Physician_OFF,NA
MedctnPriorConcomIndTxt,PriorAndConcomitantMeds,at-home-pd,Baseline,NA
MedctnPriorConcomIndTxt,PriorAndConcomitantMeds,at-home-pd,12 months,NA
MedctnPriorConcomIndTxt,PriorAndConcomitantMeds,at-home-pd,24 months,NA
MedctnPriorConcomIndTxt,PriorAndConcomitantMeds,at-home-pd,36 months,NA
MedctnPriorConcomIndTxt,PriorAndConcomitantMeds,super-pd,Baseline,NA
MedctnPriorConcomIndTxt,PriorAndConcomitantMeds,super-pd,Physician_ON,NA
MedctnPriorConcomIndTxt,PriorAndConcomitantMeds,super-pd,Physician_OFF,NA
MedctnPriorConcomDoseUoM,PriorAndConcomitantMeds,at-home-pd,Baseline,NA
MedctnPriorConcomDoseUoM,PriorAndConcomitantMeds,at-home-pd,12 months,NA
MedctnPriorConcomDoseUoM,PriorAndConcomitantMeds,at-home-pd,24 months,NA
MedctnPriorConcomDoseUoM,PriorAndConcomitantMeds,at-home-pd,36 months,NA
MedctnPriorConcomDoseUoM,PriorAndConcomitantMeds,super-pd,Baseline,NA
MedctnPriorConcomDoseUoM,PriorAndConcomitantMeds,super-pd,Physician_ON,NA
MedctnPriorConcomDoseUoM,PriorAndConcomitantMeds,super-pd,Physician_OFF,NA
MedctnPriorConcomFreqTxt,PriorAndConcomitantMeds,at-home-pd,Baseline,NA
MedctnPriorConcomFreqTxt,PriorAndConcomitantMeds,at-home-pd,12 months,NA
MedctnPriorConcomFreqTxt,PriorAndConcomitantMeds,at-home-pd,24 months,NA
MedctnPriorConcomFreqTxt,PriorAndConcomitantMeds,at-home-pd,36 months,NA
MedctnPriorConcomFreqTxt,PriorAndConcomitantMeds,super-pd,Baseline,NA
MedctnPriorConcomFreqTxt,PriorAndConcomitantMeds,super-pd,Physician_ON,NA
MedctnPriorConcomFreqTxt,PriorAndConcomitantMeds,super-pd,Physician_OFF,NA
MedctnPriorConcomPD,PriorAndConcomitantMeds,at-home-pd,Baseline,NA
MedctnPriorConcomPD,PriorAndConcomitantMeds,at-home-pd,12 months,NA
MedctnPriorConcomPD,PriorAndConcomitantMeds,at-home-pd,24 months,NA
MedctnPriorConcomPD,PriorAndConcomitantMeds,at-home-pd,36 months,NA
MedctnPriorConcomPD,PriorAndConcomitantMeds,super-pd,Baseline,NA
MedctnPriorConcomPD,PriorAndConcomitantMeds,super-pd,Physician_ON,NA
MedctnPriorConcomPD,PriorAndConcomitantMeds,super-pd,Physician_OFF,NA
PDBPInclusnXclusn_XclusnCase,InclExclCriteria,at-home-pd,Baseline,NA
PDBPInclusnXclusn_XclusnCase,InclExclCriteria,at-home-pd,12 months,NA
PDBPInclusnXclusn_XclusnCase,InclExclCriteria,at-home-pd,24 months,NA
PDBPInclusnXclusn_XclusnCase,InclExclCriteria,at-home-pd,36 months,NA
PDBPInclusnXclusn_XclusnCase,InclExclCriteria,super-pd,Baseline,NA
PDBPInclusnXclusn_XclusnCase,InclExclCriteria,super-pd,Physician_ON,NA
PDBPInclusnXclusn_XclusnCase,InclExclCriteria,super-pd,Physician_OFF,NA
PDBPInclusnXclusn_InclusnCntrl,InclExclCriteria,at-home-pd,Baseline,NA
PDBPInclusnXclusn_InclusnCntrl,InclExclCriteria,at-home-pd,12 months,NA
PDBPInclusnXclusn_InclusnCntrl,InclExclCriteria,at-home-pd,24 months,NA
PDBPInclusnXclusn_InclusnCntrl,InclExclCriteria,at-home-pd,36 months,NA
PDBPInclusnXclusn_InclusnCntrl,InclExclCriteria,super-pd,Baseline,NA
PDBPInclusnXclusn_InclusnCntrl,InclExclCriteria,super-pd,Physician_ON,NA
PDBPInclusnXclusn_InclusnCntrl,InclExclCriteria,super-pd,Physician_OFF,NA
PDBPInclusnXclusn_InclusnCase,InclExclCriteria,at-home-pd,Baseline,NA
PDBPInclusnXclusn_InclusnCase,InclExclCriteria,at-home-pd,12 months,NA
PDBPInclusnXclusn_InclusnCase,InclExclCriteria,at-home-pd,24 months,NA
PDBPInclusnXclusn_InclusnCase,InclExclCriteria,at-home-pd,36 months,NA
PDBPInclusnXclusn_InclusnCase,InclExclCriteria,super-pd,Baseline,NA
PDBPInclusnXclusn_InclusnCase,InclExclCriteria,super-pd,Physician_ON,NA
PDBPInclusnXclusn_InclusnCase,InclExclCriteria,super-pd,Physician_OFF,NA
StdyEligibilityInd,InclExclCriteria,at-home-pd,Baseline,enrollconfirm
StdyEligibilityInd,InclExclCriteria,at-home-pd,12 months,NA
StdyEligibilityInd,InclExclCriteria,at-home-pd,24 months,NA
StdyEligibilityInd,InclExclCriteria,at-home-pd,36 months,NA
StdyEligibilityInd,InclExclCriteria,super-pd,Baseline,enrollconfirm
StdyEligibilityInd,InclExclCriteria,super-pd,Physician_ON,NA
StdyEligibilityInd,InclExclCriteria,super-pd,Physician_OFF,NA
PDBPInclusnXclusn_XclusnCntrl,InclExclCriteria,at-home-pd,Baseline,NA
PDBPInclusnXclusn_XclusnCntrl,InclExclCriteria,at-home-pd,12 months,NA
PDBPInclusnXclusn_XclusnCntrl,InclExclCriteria,at-home-pd,24 months,NA
PDBPInclusnXclusn_XclusnCntrl,InclExclCriteria,at-home-pd,36 months,NA
PDBPInclusnXclusn_XclusnCntrl,InclExclCriteria,super-pd,Baseline,NA
PDBPInclusnXclusn_XclusnCntrl,InclExclCriteria,super-pd,Physician_ON,NA
PDBPInclusnXclusn_XclusnCntrl,InclExclCriteria,super-pd,Physician_OFF,NA
BloodCollectCentrifugationDur,BloodCollection,at-home-pd,Baseline,NA
BloodCollectCentrifugationDur,BloodCollection,at-home-pd,12 months,NA
BloodCollectCentrifugationDur,BloodCollection,at-home-pd,24 months,NA
BloodCollectCentrifugationDur,BloodCollection,at-home-pd,36 months,NA
BloodCollectCentrifugationDur,BloodCollection,super-pd,Baseline,NA
BloodCollectCentrifugationDur,BloodCollection,super-pd,Physician_ON,NA
BloodCollectCentrifugationDur,BloodCollection,super-pd,Physician_OFF,NA
SampleCentrifTempVal,BloodCollection,at-home-pd,Baseline,NA
SampleCentrifTempVal,BloodCollection,at-home-pd,12 months,NA
SampleCentrifTempVal,BloodCollection,at-home-pd,24 months,NA
SampleCentrifTempVal,BloodCollection,at-home-pd,36 months,NA
SampleCentrifTempVal,BloodCollection,super-pd,Baseline,NA
SampleCentrifTempVal,BloodCollection,super-pd,Physician_ON,NA
SampleCentrifTempVal,BloodCollection,super-pd,Physician_OFF,NA
TempMeasrFreezerPDBP,BloodCollection,at-home-pd,Baseline,NA
TempMeasrFreezerPDBP,BloodCollection,at-home-pd,12 months,NA
TempMeasrFreezerPDBP,BloodCollection,at-home-pd,24 months,NA
TempMeasrFreezerPDBP,BloodCollection,at-home-pd,36 months,NA
TempMeasrFreezerPDBP,BloodCollection,super-pd,Baseline,NA
TempMeasrFreezerPDBP,BloodCollection,super-pd,Physician_ON,NA
TempMeasrFreezerPDBP,BloodCollection,super-pd,Physician_OFF,NA
BloodCollectDateTime,BloodCollection,at-home-pd,Baseline,NA
BloodCollectDateTime,BloodCollection,at-home-pd,12 months,NA
BloodCollectDateTime,BloodCollection,at-home-pd,24 months,NA
BloodCollectDateTime,BloodCollection,at-home-pd,36 months,NA
BloodCollectDateTime,BloodCollection,super-pd,Baseline,NA
BloodCollectDateTime,BloodCollection,super-pd,Physician_ON,NA
BloodCollectDateTime,BloodCollection,super-pd,Physician_OFF,NA
SampleShippedDateTime,BloodCollection,at-home-pd,Baseline,NA
SampleShippedDateTime,BloodCollection,at-home-pd,12 months,NA
SampleShippedDateTime,BloodCollection,at-home-pd,24 months,NA
SampleShippedDateTime,BloodCollection,at-home-pd,36 months,NA
SampleShippedDateTime,BloodCollection,super-pd,Baseline,NA
SampleShippedDateTime,BloodCollection,super-pd,Physician_ON,NA
SampleShippedDateTime,BloodCollection,super-pd,Physician_OFF,NA
BloodCollCentrifDateTime,BloodCollection,at-home-pd,Baseline,NA
BloodCollCentrifDateTime,BloodCollection,at-home-pd,12 months,NA
BloodCollCentrifDateTime,BloodCollection,at-home-pd,24 months,NA
BloodCollCentrifDateTime,BloodCollection,at-home-pd,36 months,NA
BloodCollCentrifDateTime,BloodCollection,super-pd,Baseline,NA
BloodCollCentrifDateTime,BloodCollection,super-pd,Physician_ON,NA
BloodCollCentrifDateTime,BloodCollection,super-pd,Physician_OFF,NA
SampPlacedFreezerDateTime,BloodCollection,at-home-pd,Baseline,NA
SampPlacedFreezerDateTime,BloodCollection,at-home-pd,12 months,NA
SampPlacedFreezerDateTime,BloodCollection,at-home-pd,24 months,NA
SampPlacedFreezerDateTime,BloodCollection,at-home-pd,36 months,NA
SampPlacedFreezerDateTime,BloodCollection,super-pd,Baseline,NA
SampPlacedFreezerDateTime,BloodCollection,super-pd,Physician_ON,NA
SampPlacedFreezerDateTime,BloodCollection,super-pd,Physician_OFF,NA
BloodCollectVol,BloodCollection,at-home-pd,Baseline,NA
BloodCollectVol,BloodCollection,at-home-pd,12 months,NA
BloodCollectVol,BloodCollection,at-home-pd,24 months,NA
BloodCollectVol,BloodCollection,at-home-pd,36 months,NA
BloodCollectVol,BloodCollection,super-pd,Baseline,NA
BloodCollectVol,BloodCollection,super-pd,Physician_ON,NA
BloodCollectVol,BloodCollection,super-pd,Physician_OFF,NA
CSFCollectedInd,BloodCollection,at-home-pd,Baseline,NA
CSFCollectedInd,BloodCollection,at-home-pd,12 months,NA
CSFCollectedInd,BloodCollection,at-home-pd,24 months,NA
CSFCollectedInd,BloodCollection,at-home-pd,36 months,NA
CSFCollectedInd,BloodCollection,super-pd,Baseline,NA
CSFCollectedInd,BloodCollection,super-pd,Physician_ON,NA
CSFCollectedInd,BloodCollection,super-pd,Physician_OFF,NA
BloodCollectInd,BloodCollection,at-home-pd,Baseline,NA
BloodCollectInd,BloodCollection,at-home-pd,12 months,NA
BloodCollectInd,BloodCollection,at-home-pd,24 months,NA
BloodCollectInd,BloodCollection,at-home-pd,36 months,NA
BloodCollectInd,BloodCollection,super-pd,Baseline,NA
BloodCollectInd,BloodCollection,super-pd,Physician_ON,NA
BloodCollectInd,BloodCollection,super-pd,Physician_OFF,NA
CentrifgRate,BloodCollection,at-home-pd,Baseline,NA
CentrifgRate,BloodCollection,at-home-pd,12 months,NA
CentrifgRate,BloodCollection,at-home-pd,24 months,NA
CentrifgRate,BloodCollection,at-home-pd,36 months,NA
CentrifgRate,BloodCollection,super-pd,Baseline,NA
CentrifgRate,BloodCollection,super-pd,Physician_ON,NA
CentrifgRate,BloodCollection,super-pd,Physician_OFF,NA
ReporterTyp,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
ReporterTyp,MayoSleepQuestionnaire,at-home-pd,12 months,NA
ReporterTyp,MayoSleepQuestionnaire,at-home-pd,24 months,NA
ReporterTyp,MayoSleepQuestionnaire,at-home-pd,36 months,NA
ReporterTyp,MayoSleepQuestionnaire,super-pd,Baseline,NA
ReporterTyp,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
ReporterTyp,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_DreamsAttackedInd,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_DreamsAttackedInd,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_DreamsAttackedInd,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_DreamsAttackedInd,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_DreamsAttackedInd,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_DreamsAttackedInd,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_DreamsAttackedInd,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_RestlessLegInd,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_RestlessLegInd,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_RestlessLegInd,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_RestlessLegInd,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_RestlessLegInd,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_RestlessLegInd,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_RestlessLegInd,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_SleepBehavrInd,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_SleepBehavrInd,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_SleepBehavrInd,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_SleepBehavrInd,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_SleepBehavrInd,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_SleepBehavrInd,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_SleepBehavrInd,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_DreamsActNumYr,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_DreamsActNumYr,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_DreamsActNumYr,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_DreamsActNumYr,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_DreamsActNumYr,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_DreamsActNumYr,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_DreamsActNumYr,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_StopBreathingInd,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_StopBreathingInd,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_StopBreathingInd,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_StopBreathingInd,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_StopBreathingInd,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_StopBreathingInd,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_StopBreathingInd,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_DreamsActNumMo,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_DreamsActNumMo,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_DreamsActNumMo,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_DreamsActNumMo,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_DreamsActNumMo,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_DreamsActNumMo,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_DreamsActNumMo,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_DreamsActInd,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_DreamsActInd,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_DreamsActInd,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_DreamsActInd,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_DreamsActInd,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_DreamsActInd,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_DreamsActInd,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_TreatedStopBreathingInd,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_TreatedStopBreathingInd,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_TreatedStopBreathingInd,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_TreatedStopBreathingInd,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_TreatedStopBreathingInd,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_TreatedStopBreathingInd,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_TreatedStopBreathingInd,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_SleepSameRoomInd,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_SleepSameRoomInd,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_SleepSameRoomInd,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_SleepSameRoomInd,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_SleepSameRoomInd,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_SleepSameRoomInd,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_SleepSameRoomInd,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_LiveWithSubjInd,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_LiveWithSubjInd,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_LiveWithSubjInd,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_LiveWithSubjInd,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_LiveWithSubjInd,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_LiveWithSubjInd,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_LiveWithSubjInd,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_LegJerkInd,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_LegJerkInd,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_LegJerkInd,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_LegJerkInd,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_LegJerkInd,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_LegJerkInd,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_LegJerkInd,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_SleepWalk,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_SleepWalk,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_SleepWalk,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_SleepWalk,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_SleepWalk,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_SleepWalk,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_SleepWalk,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_SnortAwakeInd,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_SnortAwakeInd,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_SnortAwakeInd,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_SnortAwakeInd,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_SnortAwakeInd,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_SnortAwakeInd,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_SnortAwakeInd,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_RateAlert,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_RateAlert,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_RateAlert,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_RateAlert,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_RateAlert,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_RateAlert,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_RateAlert,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_PatientInjInd,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_PatientInjInd,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_PatientInjInd,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_PatientInjInd,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_PatientInjInd,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_PatientInjInd,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_PatientInjInd,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_LegSensationDecreaseInd,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_LegSensationDecreaseInd,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_LegSensationDecreaseInd,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_LegSensationDecreaseInd,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_LegSensationDecreaseInd,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_LegSensationDecreaseInd,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_LegSensationDecreaseInd,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_BedpartnerInjInd,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_BedpartnerInjInd,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_BedpartnerInjInd,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_BedpartnerInjInd,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_BedpartnerInjInd,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_BedpartnerInjInd,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_BedpartnerInjInd,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_LegCrampsInd,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_LegCrampsInd,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_LegCrampsInd,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_LegCrampsInd,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_LegCrampsInd,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_LegCrampsInd,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_LegCrampsInd,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_DreamsMatchDetailsInd,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_DreamsMatchDetailsInd,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_DreamsMatchDetailsInd,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_DreamsMatchDetailsInd,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_DreamsMatchDetailsInd,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_DreamsMatchDetailsInd,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_DreamsMatchDetailsInd,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
MSQ_LegSensationWorst,MayoSleepQuestionnaire,at-home-pd,Baseline,NA
MSQ_LegSensationWorst,MayoSleepQuestionnaire,at-home-pd,12 months,NA
MSQ_LegSensationWorst,MayoSleepQuestionnaire,at-home-pd,24 months,NA
MSQ_LegSensationWorst,MayoSleepQuestionnaire,at-home-pd,36 months,NA
MSQ_LegSensationWorst,MayoSleepQuestionnaire,super-pd,Baseline,NA
MSQ_LegSensationWorst,MayoSleepQuestionnaire,super-pd,Physician_ON,NA
MSQ_LegSensationWorst,MayoSleepQuestionnaire,super-pd,Physician_OFF,NA
RaceExpndCatPDBP,Demographics,at-home-pd,Baseline,NA
RaceExpndCatPDBP,Demographics,at-home-pd,12 months,NA
RaceExpndCatPDBP,Demographics,at-home-pd,24 months,NA
RaceExpndCatPDBP,Demographics,at-home-pd,36 months,NA
RaceExpndCatPDBP,Demographics,super-pd,Baseline,demo_race
RaceExpndCatPDBP,Demographics,super-pd,Physician_ON,NA
RaceExpndCatPDBP,Demographics,super-pd,Physician_OFF,NA
GenderTypPDBP,Demographics,at-home-pd,Baseline,gendertyppdbp
GenderTypPDBP,Demographics,at-home-pd,12 months,NA
GenderTypPDBP,Demographics,at-home-pd,24 months,NA
GenderTypPDBP,Demographics,at-home-pd,36 months,NA
GenderTypPDBP,Demographics,super-pd,Baseline,demo_sex
GenderTypPDBP,Demographics,super-pd,Physician_ON,NA
GenderTypPDBP,Demographics,super-pd,Physician_OFF,NA
EthnUSACat,Demographics,at-home-pd,Baseline,ethnicity
EthnUSACat,Demographics,at-home-pd,12 months,NA
EthnUSACat,Demographics,at-home-pd,24 months,NA
EthnUSACat,Demographics,at-home-pd,36 months,NA
EthnUSACat,Demographics,super-pd,Baseline,demo_ethnicity
EthnUSACat,Demographics,super-pd,Physician_ON,NA
EthnUSACat,Demographics,super-pd,Physician_OFF,NA
EmplmtStatus,Demographics,at-home-pd,Baseline,employment
EmplmtStatus,Demographics,at-home-pd,12 months,NA
