field_name,form_name,title,element type,version,definition,short description,datatype,maximum character quantity,input restriction,minimum value,maximum value,permissible values,permissible value descriptions,permissible value output codes,Item Response OID,Element OID,unit of measure,guidelines/instructions,notes,preferred question text,keywords,references,population.all,domain.general (for all diseases),domain.traumatic brain injury,domain.Parkinson's disease,domain.Friedreich's ataxia,domain.stroke,domain.amyotrophic lateral sclerosis,domain.Huntington's disease,domain.multiple sclerosis,domain.neuromuscular diseases,domain.myasthenia gravis,domain.spinal muscular atrophy,domain.Duchenne muscular dystrophy/Becker muscular dystrophy,domain.congenital muscular dystrophy,domain.spinal cord injury,domain.headache,domain.epilepsy,classification.general (for all diseases),classification.acute hospitalized,classification.concussion/mild TBI,classification.epidemiology,classification.moderate/severe TBI: rehabilitation,classification.Parkinson's disease,classification.Friedreich's ataxia,classification.stroke,classification.amyotrophic lateral sclerosis,classification.Huntington's disease,classification.multiple sclerosis,classification.neuromuscular diseases,classification.myasthenia gravis,classification.spinal muscular atrophy,classification.Duchenne muscular dystrophy/Becker muscular dystrophy,classification.congenital muscular dystrophy,classification.spinal cord injury,classification.headache,classification.epilepsy,historical notes,Label(s),see also,submitting organization name,submitting contact name,submitting contact information,effective date,until date,steward organization name,steward contact name,steward contact information,creation date,last change date,administrative status,CAT OID,Form Item OID
SubjectCntrlInd,LBD InclusnXclusn,Subject control indicator,Unique Data Element,1,Indicator of whether subject is a control,Indicator of whether subject is a control,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,No;Yes,No;Yes,0;1,NA,NA,NA,NA,NA,NA,NA,NA,Adult and Pediatric,"Protocol Experience.Participant/Subject Identification, Eligibility, and Enrollment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
AdvEvntOthrActionTakenTyp,AdverseEvents,Adverse event other action taken type,Common Data Element,1.7,Type of action taken due to adverse event other than action taken with study intervention/ treatment,Type of action taken due to adverse event other than action taken with study intervention/ treatment,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,None;Non-Study Treatment Required,None;Non-Study Treatment Required,0;1,NA,NA,NA,"GENERAL/PD: Choose one. If treatment was required, then the corresponding treatment needs to be recorded on the Prior and Concomitant Medications CRF.",CDISC SDTM variables:  AEACNOTH,Other Action Taken,AE_Mapped;Adverse_Event,No references available,Adult and Pediatric,Safety Data.Adverse Events,NA,Treatment/Intervention Data.Surgeries and Other Procedures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adverse event other action taken type,NA,AdvEvntStdyIntrvntActTakenTyp,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,2020-03-04,Published,NA,NA
AdvEvntRelatednessScalePDBP,AdverseEvents,Adverse event relatedness scale,Unique Data Element,1,Scale of the causality between the treatment modality/intervention and the specific adverse event,The scale of the causality between the treatment modality/intervention and the specific adverse event.,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,Definite;Possible;Probable;Unlikely;Unrelated,Definite;Possible;Probable;Unlikely;Unrelated,3;1;2;4;5,NA,NA,NA,"Choose one. Record the investigator's assessment as to whether there is at least a reasonable possibility that the AE is related to (or caused by) use of the study intervention.  Definitions for each of the relatedness responses should be supplied in the protocol.
",NA,NA,NA,NA,Adult and Pediatric,NA,NA,Disease/Injury Related Events.History of Disease/Injury Event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adverse event relatedness scale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-09,2014-04-09,Published,NA,NA
AdvEvntStdyIntrvntActTakenTyp,AdverseEvents,Adverse event study intervention action taken type,Common Data Element,1.7,Type of action taken for adverse event in relation to study intervention,The type of action taken for adverse event in relation to study intervention.,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,None;Study Intervention Discontinued;Study Intervention Interrupted;Study Intervention Modified,None;Study Intervention Discontinued;Study Intervention Interrupted;Study Intervention Modified,0;1;2;3,NA,NA,NA,"GENERAL: Choose one. This CDE is only appropriate for clinical trials and should be removed from the CRF if a study does not have an intervention.
EPILEPSY: Choose one. If treatment was required, then the corresponding treatment needs to be recorded on the Prior and Concomitant Medications CRF.",CDISC SDTM variables:  AEACN,Action Taken with Study Intervention,AE_Mapped;Adverse_Event,No references available,Adult and Pediatric,Safety Data.Adverse Events,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safety Data.Adverse Events,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,Adverse event study intervention action taken type,NA,AdvrsEvntDuringStudyInd;AdvrsEvntSeverScale;AdvrsEvntStartDateTime;AdverseEvntEndDateTime;AdvrsEvntVerbatimTermText;SeriousAdvrsEvntInd;AdvEvntMedDRALowerLvlTermCode;AdvrsEvntCTCAELowLvlTermName;InjElapsedTime;s0:AdvEvntOthrActionTakenTyp,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,2020-03-04,Published,NA,NA
AdverseEvntEndDateTime,AdverseEvents,Adverse event end date and time,Common Data Element,1.7,"Date (and time, if applicable and known) on which the adverse event discontinued/stopped","Date (and time, if applicable and known) on which the adverse event discontinued/stopped",Date or Date & Time,NA,Free-Form Entry,NA,NA,NA,NA,NA,NA,NA,NA,"GENERAL: Record the date (and time) the adverse event stopped or worsened. The date/time should be recorded to the level of granularity known (e.g., year, year and month, complete date plus hours and minutes, etc.) and in the format acceptable to the study database. If an AE worsens, record an end date/time and create a new AE record with a new start date/time and severity.
EPILEPSY: Record the date (and time) the adverse event stopped or worsened. If an AE worsens, record an end date and create a new AE record with a new start date and severity. Record the date/time according to the ISO 8601, the International Standard for the representation of dates and times (http: //www.iso.org/iso/home.html). The date/time should be recorded to the level of granularity known (e.g., year, year and month, complete date plus hours and minutes, etc.).",CDISC SDTM variables: AESTDTC Start Date/Time of Adverse Event,End Date,AE_Mapped;Adverse_Event,No references available,Adult and Pediatric,Safety Data.Adverse Events,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safety Data.Adverse Events,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,Adverse event end date and time,NA,AdvrsEvntDuringStudyInd;AdvrsEvntSeverScale;AdvrsEvntStartDateTime;AdvrsEvntVerbatimTermText;SeriousAdvrsEvntInd;AdvEvntMedDRALowerLvlTermCode;AdvrsEvntCTCAELowLvlTermName;InjElapsedTime,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,2020-03-04,Published,NA,NA
AdvrsEvntDuringStudyInd,AdverseEvents,Adverse event during study indicator,Common Data Element,1.8,Indicator of whether the participant/subject experienced any adverse events during the study,Indicator of whether the participant/subject experienced any adverse events during the study,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,No;Unknown;Yes,No;Unknown;Yes,0;9;1,NA,NA,NA,"EPILEPSY/GENERAL: Choose one. If answered Yes, at least one AE must be recorded.","CDISC CDASH: AEYN. There is no relevant  SDTM CDISC variable, the suggestion is to use AESTDY - Study Day of Start of Adverse Event and AEENDY Study Day of End of Adverse Event.",Has the participant/subject had any adverse events during the study?,AE_Mapped;Adverse_Event,No references available,Adult and Pediatric,Safety Data.Adverse Events,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safety Data.Adverse Events,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,Adverse event during study indicator,NA,AdverseEventTrackNum;AdvrsEvntSeverScale;AdvrsEvntStartDateTime;AdverseEvntEndDateTime;AdvrsEvntOutcomStatus;AdvrsEvntVerbatimTermText;SeriousAdvrsEvntInd;AdvEvntMedDRALowerLvlTermCode;AdvrsEvntCTCAELowLvlTermName;InjElapsedTime,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,2020-03-04,Published,NA,NA
AdvrsEvntOutcomStatus,AdverseEvents,Adverse event outcome status,Common Data Element,1.8,Final status of the participant/subject related to the adverse event,Final status of the participant/subject related to the adverse event,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,Fatal;Not Recovered/Not Resolved;Recovered/Resolved;Recovered/Resolved with Sequelae;Recovering/Resolving;Unknown,Fatal;Not Recovered/Not Resolved;Recovered/Resolved;Recovered/Resolved with Sequelae;Recovering/Resolving;Unknown,30;1;2;3;4;999,NA,NA,NA,"Choose one outcome. The outcome of an AE may not be captured at the visit during which it was first reported, but must eventually be captured to provide a complete picture of the event. Entering the outcome of an AE may be deferred until the AE is resolved, or the participant/subject completes the study. For AEs that have not resolved at the time of a study visit, the outcome should be marked as ""Not recovered/not resolved"" on the AE case report form.",CDISC SDTM variables: AEOUT,Outcome,AE_Mapped;Adverse_Event,No references available,Adult and Pediatric,Safety Data.Adverse Events,NA,Treatment/Intervention Data.Surgeries and Other Procedures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safety Data.Adverse Events,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,Adverse event outcome status,NA,AdvrsEvntDuringStudyInd;AdvrsEvntExpecStatus;AdvrsEvntSeverScale;AdvrsEvntStartDateTime;AdverseEvntEndDateTime;AdvrsEvntVerbatimTermText;SeriousAdvrsEvntInd;AdvEvntMedDRALowerLvlTermCode;AdvrsEvntCTCAELowLvlTermName;InjElapsedTime,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,2020-03-04,Published,NA,NA
AdvrsEvntSeverScale,AdverseEvents,Adverse event severity scale,Common Data Element,1.7,Scale of the severity or intensity of the adverse event,Scale of the severity or intensity of the adverse event,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,Fatal/Death;Life-Threatening/Disabling;Mild;Moderate;Severe,Fatal/Death;Life-Threatening/Disabling;Mild;Moderate;Severe,30;4;1;2;3,NA,NA,NA,"GENERAL: Choose the one severity that best describes the investigator's assessment of the intensity of the AE. The five severity grades are from the Common Terminology Criteria for Adverse Events v4.0 (CTCAE). Severe events interrupt the participant's/subject's normal daily activities and generally require systemic drug therapy or other treatment; they are usually incapacitating. Consequently, a change in severity may constitute a new reportable AE. Severity is not synonymous with seriousness. A severe rash is not likely to be an SAE. Likewise, a severe headache is not necessarily an SAE. However, mild chest pain may result in a day's hospitalization and thus is an SAE. It is helpful to define the severity categories in the protocol or Manual of Operations to obtain consistency in reporting across sites.
PD: Choose the one severity that best describes the investigator's assessment of the intensity of the AE. The five severity grades are from the Common Terminology Criteria for Adverse Events v4.0 (CTCAE). Severe events interrupt the participant's/subject's normal daily activities and generally require systemic drug therapy or other treatment; they are usually incapacitating. Consequently, a change in severity may constitute a new reportable AE. Severity is not synonymous with seriousness. A severe rash is not likely to be an SAE. Likewise, a severe headache is not necessarily an SAE. However, mild chest pain may result in a day's hospitalization and thus is an SAE. It is helpful to define the severity categories in the protocol or Manual of Operations to obtain consistency in reporting across sites.
EPILEPSY: Choose the one severity that best describes the investigator's assessment of the intensity of the AE. The five severity grades are from the Common Terminology Criteria for Adverse Events v4.0 (CTCAE). Severe events interrupt the participant's/subject's normal daily activities and generally require systemic drug therapy or other treatment; they are usually incapacitating. Consequently, a change in severity may constitute a new reportable AE. Severity is not synonymous with seriousness. A severe rash is not likely to be an SAE. Likewise, a severe headache is not necessarily an SAE. However, mild chest pain may result in a day's hospitalization and thus is an SAE. It is helpful to define the severity categories in the protocol or Manual of Operations to obtain consistency in reporting across sites.",CDISC SDTM variables:  AESEV,Severity,AE_Mapped;Adverse_Event,EPILEPSY/GENERAL/PD: Common Terminology Criteria for Adverse Events (CTCAE) v4.0 (http: //evs.nci.nih.gov/ftp1/CTCAE/About.html),Adult and Pediatric,Safety Data.Adverse Events,NA,Treatment/Intervention Data.Surgeries and Other Procedures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safety Data.Adverse Events,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,Adverse event severity scale,NA,AdvrsEvntDuringStudyInd;AdvrsEvntStartDateTime;AdverseEvntEndDateTime;AdvrsEvntVerbatimTermText;SeriousAdvrsEvntInd;AdvEvntMedDRALowerLvlTermCode;AdvrsEvntCTCAELowLvlTermName;InjElapsedTime,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,2020-03-04,Published,NA,NA
AdvrsEvntStartDateTime,AdverseEvents,Adverse event start date and time,Common Data Element,1.7,"Date (and time, if applicable and known) on which the adverse event was first evident","Date (and time, if applicable and known) on which the adverse event was first evident",Date or Date & Time,NA,Free-Form Entry,NA,NA,NA,NA,NA,NA,NA,NA,"GENERAL: Record the date (and time) the adverse event started. The date/time should be recorded to the level of granularity known (e.g., year, year and month, complete date plus hours and minutes, etc.) and in the format acceptable to the study database. If a previously recorded AE worsens, a new record should be created with a new start date/time. There should be no AE start date prior to the date of the informed consent. Any AE that started prior to the informed consent date belongs instead in the medical history. If an item recorded on the medical history worsens during the study, the date of the worsening is entered as an AE with the start date/time as the date/time the condition worsened.
EPILEPSY: Record the date (and time) the adverse event started. If a previously recorded AE worsens, a new record should be created with a new start date. There should be no AE start date prior to the date of the informed consent. Any AE that started prior to the informed consent date belongs instead in the medical history. If an item recorded on the medical history worsens during the study, the date of the worsening is entered as an AE with the start date as the date the condition worsened. Record the date/time according to the ISO 8601, the International Standard for the representation of dates and times (http: //www.iso.org/iso/home.html). The date/time should be recorded to the level of granularity known (e.g., year, year and month, complete date plus hours and minutes, etc.).",CDISC SDTM variables: AEENDTC End Date/Time of Adverse Event,Start Date,AE_Mapped;Adverse_Event,No references available,Adult and Pediatric,Safety Data.Adverse Events,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safety Data.Adverse Events,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,Adverse event start date and time,NA,AdvrsEvntDuringStudyInd;AdvrsEvntSeverScale;AdverseEvntEndDateTime;AdvrsEvntVerbatimTermText;SeriousAdvrsEvntInd;AdvEvntMedDRALowerLvlTermCode;AdvrsEvntCTCAELowLvlTermName;InjElapsedTime,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,2020-03-04,Published,NA,NA
AdvrsEvntVerbatimTermText,AdverseEvents,Adverse event verbatim term text,Common Data Element,1.7,Text that describes the adverse event word for word as described by the participant/subject,Adverse event verbatim term text,Alphanumeric,4000,Free-Form Entry,NA,NA,NA,NA,NA,NA,NA,NA,"GENERAL: Any untoward medical occurrence in a study participant/subject that does not necessarily have a causal relationship with the study intervention. An AE can therefore be any unfavorable and unintended sign (including an abnormal laboratory finding), symptom, or disease temporally associated with the use of a study intervention or study procedure, whether or not related to the study intervention or procedure. Each AE should be listed on a separate line. Any worsening of a baseline condition or reoccurrence of a baseline condition that had previously ended for a time should be listed as an AE. Events, such as nausea and vomiting are considered two events, and therefore should be listed on separate lines. A participant/subject may experience an unexpected AE. An unexpected adverse reaction has a nature or severity of which is not consistent with the study intervention description (e.g. Investigator's Brochure for an unapproved investigational product or package insert/summary of product characteristics for an approved product). The unexpected AE must be reported, whether related to the study intervention or not, with as much detail as is available. See the Data Dictionary for additional information on coding the adverse events using either the Common Terminology Criteria for Adverse Events (CTCAE) or the Medical Dictionary for Regulatory Activities (MedDRA).
EPILEPSY: Any untoward medical occurrence in a study participant/subject that does not necessarily have a causal relationship with the study intervention. An AE can therefore be any unfavorable and unintended sign (including an abnormal laboratory finding), symptom, or disease temporally associated with the use of a study intervention or study procedure, whether or not related to the study intervention or procedure. Each AE should be listed on a separate line. Any worsening of a baseline condition or reoccurrence of a baseline condition that had previously ended for a time should be listed as an AE. Events, such as nausea and vomiting are considered two events, and therefore should be listed on separate lines. A participant/subject may experience an unexpected AE. An unexpected adverse reaction has a nature or severity of which is not consistent with the study intervention description (e.g. Investigator's Brochure for an unapproved investigational product or package insert/summary of product characteristics for an approved product). The unexpected AE must be reported, whether related to the study intervention or not, with as much detail as is available.",CDISC SDTM variables: AETERM,Adverse Event,AE_Mapped;Adverse_Event,No references available,Adult and Pediatric,Safety Data.Adverse Events,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safety Data.Adverse Events,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,Adverse event verbatim term text,NA,AdvrsEvntDuringStudyInd;AdvrsEvntSeverScale;AdvrsEvntStartDateTime;AdverseEvntEndDateTime;SeriousAdvrsEvntInd;AdvEvntMedDRALowerLvlTermCode;AdvrsEvntCTCAELowLvlTermName;InjElapsedTime,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,2020-03-04,Published,NA,NA
AgeDiagnosRemaindrMonths,NeurologicalExam,Neurological examination age at diagnosis remainder in months,Unique Data Element,1,Remainder value for participant's subject age when age in years (see Age at diagnosis in years) is recorded,Remainder value for participant's subject age when age in years (see Age in years) is recorded,Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;10;11;2;3;4;5;6;7;8;9,0;1;10;11;2;3;4;5;6;7;8;9,0;1;10;11;2;3;4;5;6;7;8;9,NA,NA,NA,Use in conjunction with Age of diagnosis in years,No references available,Plus months,NA,NA,Adult and Pediatric,Participant/Subject Characteristics.Demographics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
AgeDiagnosYrs,NeurologicalExam,Neurological examination age at diagnosis in years,Unique Data Element,1,"Value for participant's subject age, calculated as elapsed time since the birth of the participant/subject to time of diagnosis in years",Value for participant's subject age at time of diagnosis in years,Numeric Values,NA,Free-Form Entry,0,120,NA,NA,NA,NA,NA,NA,Enter the subject age in full years. Use in conjunction with Age of diagnosis in months,No references available,2b) Age at diagnosis,NA,NA,Adult and Pediatric,Participant/Subject Characteristics.Demographics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
AlcConsume6MoreDrinkFreq,BehavioralHistory,Alcohol consume six or more drinks frequency,Common Data Element,1.2,"The rate of occurrence for when the participant/subject consumes six or more drinks containing alcohol on one occasion. It is noted that the meaning of &amp;quot;drinks consumed&amp;quot; differs from one nation and culture to another, so the most common alcoholic beverages likely to be consumed will be defined as well as quantity of each that constitutes a drink (approximately 10 grams of pure ethanol). For example, one bottle of beer (330 ml at 5% ethanol), a glass of wine (140 ml at 12% ethanol), and a shot of spirits (40 ml at 40% ethanol) represent a standard drink of about 13 g of ethanol.",The rate of occurrence for when the participant/subject consumes six or more drinks containing alcohol on one occasion. It is noted that the meaning of &amp;quot;drinks consumed&amp;quot; differs from one nation and culture to another.,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,Daily or almost daily;Less than monthly;Monthly;Never;Unknown;Weekly,Daily or almost daily;Less than monthly;Monthly;Never;Unknown;Weekly,1;2;3;0;999;4,NA,NA,NA,"GENERAL: Choose one. Response is obtained from participant/ subject, family member, friend, or chart/ medical record.
FA: Choose one. Response is obtained from participant/ subject, family member, friend, or chart/ medical record.
STROKE: History can be obtained from participant/ subject, family member, friend, or chart/ medical record.
MS: Choose one. Response is obtained from participant/ subject, family member, friend, or chart/ medical record. Unknown includes the scenario where information is not documented in the medical record. Current Guidelines for MS is incorrect: Choose one if currently drinks","Note: This question asks about ""drinks consumed"". The meaning of this word differs from one nation and culture to another. It is important therefore to mention the most common alcoholic beverages likely to be consumed and how much of each constitutes a drink (approximately 10 grams of pure ethanol). For example, one bottle of beer (330 ml at 5% ethanol), a glass of wine (140 ml at 12% ethanol), and a shot of spirits (40 ml at 40% ethanol) represent a standard drink of about 13 g of ethanol.",How often do you have six or more drinks on one occasion?,NA,No references available,Adult and Pediatric,Participant/Subject History and Family History.General Health History,NA,NA,Participant/Subject History and Family History.General Health History,Participant/Subject History and Family History.General Health History,NA,NA,Participant/Subject History and Family History.General Health History,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,Supplemental,Supplemental,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol consume six or more drinks frequency,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,2015-09-24,Published,NA,NA
AlcCurntUseInd,BehavioralHistory,Alcohol current use indicator,Common Data Element,1.5,Indicator of whether the participant/subject consumed at least one alcoholic drink within the past 12 months,Indicator of whether the participant/subject consumed at least one alcoholic drink within the past 12 months,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,No;Unknown;Yes,No;Unknown;Yes,0;9;1,NA,NA,NA,"GENERAL: Choose one. Response is obtained from participant/ subject, family member, friend, or chart/ medical record.
FA: Consumed at least one drink within past year. Choose one. Response is obtained from participant/ subject, family member, friend, or chart/ medical record.
STROKE: History can be obtained from participant/ subject, family member, friend, or chart/ medical record. In the U.S., a single drink serving contains about 14 grams of ethanol or ""pure"" alcohol. Although the drinks below are different sizes, each one contains the same amount of pure alcohol and counts as a single drink: 12 oz. of beer (about %% alcohol) = 8-9 oz. of malt liquor (about 7% alcohol) = 5 oz. of wine (about 12% alcohol) = 1.5 oz. of hard liquor (about 40% alcohol)
MS: Choose one. Response is obtained from participant/ subject, family member, friend, or chart/ medical record. Unknown includes the scenario where information is not documented in the medical record. A current drinker is defined as consuming at least one drink within the past year. For MS: If ""Yes"" is answered, skip to question 3 History can be obtained from participant/ subject, family member, friend, or chart/ medical record. In the U.S., a single drink serving contains about 14 grams of ethanol or ""pure"" alcohol. Although the drinks below are different sizes, each one contains the same amount of pure alcohol and counts as a single drink: 12 oz. of beer (about %% alcohol) = 8-9 oz. of malt liquor (about 7% alcohol) = 5 oz. of wine (about 12% alcohol) = 1.5 oz. of hard liquor (about 40% alcohol)",NA,Is the family member of the participant/subject a current drinker,Medical_History,No references available,Adult and Pediatric,Participant/Subject History and Family History.General Health History,NA,NA,Participant/Subject History and Family History.General Health History,Participant/Subject History and Family History.General Health History,NA,NA,Participant/Subject History and Family History.General Health History,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,Supplemental,Supplemental,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol current use indicator,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,2016-06-15,Published,NA,NA
AlcDrinkingDayAvgDrinks,BehavioralHistory,Alcohol drinking day average drinks consumed range,Common Data Element,1.2,"The counted number of drinks containing alcohol consumed by the participant/subject on a typical day when he/she is drinking. It is noted that the meaning of &amp;quot;drinks consumed&amp;quot; differs from one nation and culture to another, so the most common alcoholic beverages likely to be consumed will be defined as well as quantity of each that constitutes a drink (approximately 10 grams of pure ethanol). For example, one bottle of beer (330 ml at 5% ethanol), a glass of wine (140 ml at 12% ethanol), and a shot of spirits (40 ml at 40% ethanol) represent a standard drink of about 13 g of ethanol.",The counted number of drinks containing alcohol consumed by the participant/subject on a typical day when he/she is drinking. It is noted that the meaning of &amp;quot;drinks consumed&amp;quot; differs from one nation and culture to another.,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,"10 or more;1 or 2;3 or 4;5 or 6;7, 8, or 9;Unknown","10 or more;1 or 2;3 or 4;5 or 6;7, 8, or 9;Unknown",1;2;3;4;5;999,NA,NA,NA,"FA/GENERAL: Choose one. Response is obtained from participant/ subject, family member, friend, or chart/ medical record.
STROKE: History can be obtained from participant/ subject, family member, friend, or chart/ medical record.
MS: Choose one. Response is obtained from participant/ subject, family member, friend, or chart/ medical record. Unknown includes the scenario where information is not documented in the medical record.","Note: This question asks about ""drinks consumed"". The meaning of this word differs from one nation and culture to another. It is important therefore to mention the most common alcoholic beverages likely to be consumed and how much of each constitutes a drink (approximately 10 grams of pure ethanol). For example, one bottle of beer (330 ml at 5% ethanol), a glass of wine (140 ml at 12% ethanol), and a shot of ... more spirits (40 ml at 40% ethanol) represent a standard drink of about 13 g of ethanol.",How many alcoholic drinks do you have on a typical day when you are drinking?,NA,No references available,Adult and Pediatric,Participant/Subject History and Family History.General Health History,NA,NA,Participant/Subject History and Family History.General Health History,Participant/Subject History and Family History.General Health History,NA,NA,Participant/Subject History and Family History.General Health History,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,Supplemental,Supplemental,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol drinking day average drinks consumed range,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,2015-09-24,Published,NA,NA
